time_bin,detectorID,density_attack,density_base
300.0,E0_4900m,23.92,23.92
300.0,E0_500m,22.25,22.25
300.0,E0_600m,22.37,22.37
300.0,E0_700m,22.47,22.47
300.0,E0_800m,22.53,22.53
300.0,E0_900m,22.69,22.69
600.0,E0_0m,22.09,21.81
600.0,E0_1000m,22.96,22.9
600.0,E0_100m,22.25,22.12
600.0,E0_1100m,23.0,23.0
600.0,E0_1200m,23.11,23.09
600.0,E0_1300m,23.21,23.18
600.0,E0_1400m,23.31,23.31
600.0,E0_1500m,23.32,23.3
600.0,E0_1600m,23.3,23.28
600.0,E0_1700m,23.36,23.36
600.0,E0_1800m,23.42,23.4
600.0,E0_1900m,23.44,23.43
600.0,E0_2000m,23.48,23.48
600.0,E0_200m,22.24,22.14
600.0,E0_2100m,23.51,23.52
600.0,E0_2200m,23.57,23.61
600.0,E0_2300m,23.68,23.67
600.0,E0_2400m,23.82,23.71
600.0,E0_2500m,24.02,23.83
600.0,E0_2600m,24.24,23.88
600.0,E0_2700m,24.57,23.92
600.0,E0_2800m,25.12,23.95
600.0,E0_2900m,25.99,23.97
600.0,E0_3000m,26.84,24.02
600.0,E0_300m,22.3,22.19
600.0,E0_3100m,26.71,24.1
600.0,E0_3200m,26.64,24.17
600.0,E0_3300m,26.55,24.24
600.0,E0_3400m,26.45,24.24
600.0,E0_3500m,26.43,24.21
600.0,E0_3600m,26.35,24.17
600.0,E0_3700m,26.29,24.14
600.0,E0_3800m,26.22,24.12
600.0,E0_3900m,25.87,24.15
600.0,E0_4000m,23.43,24.13
600.0,E0_400m,22.33,22.27
600.0,E0_4100m,22.66,24.2
600.0,E0_4200m,22.71,24.21
600.0,E0_4300m,22.84,24.25
600.0,E0_4400m,22.99,24.29
600.0,E0_4500m,23.14,24.37
600.0,E0_4600m,23.22,24.35
600.0,E0_4700m,23.28,24.38
600.0,E0_4800m,23.37,24.36
600.0,E0_4900m,23.43,24.35
600.0,E0_500m,22.49,22.45
600.0,E0_600m,22.59,22.54
600.0,E0_700m,22.72,22.68
600.0,E0_800m,22.76,22.71
600.0,E0_900m,22.86,22.8
900.0,E0_0m,21.42,21.2
900.0,E0_1000m,22.36,22.41
900.0,E0_100m,21.59,21.48
900.0,E0_1100m,22.44,22.44
900.0,E0_1200m,22.47,22.5
900.0,E0_1300m,22.47,22.49
900.0,E0_1400m,22.51,22.56
900.0,E0_1500m,22.62,22.62
900.0,E0_1600m,22.72,22.7
900.0,E0_1700m,22.8,22.78
900.0,E0_1800m,22.84,22.83
900.0,E0_1900m,22.94,22.85
900.0,E0_2000m,23.01,22.93
900.0,E0_200m,21.54,21.47
900.0,E0_2100m,23.12,23.02
900.0,E0_2200m,23.19,23.04
900.0,E0_2300m,23.25,23.06
900.0,E0_2400m,23.36,23.05
900.0,E0_2500m,23.49,23.09
900.0,E0_2600m,23.72,23.14
900.0,E0_2700m,24.1,23.19
900.0,E0_2800m,24.77,23.22
900.0,E0_2900m,25.76,23.32
900.0,E0_3000m,26.68,23.39
900.0,E0_300m,21.6,21.6
900.0,E0_3100m,26.57,23.43
900.0,E0_3200m,26.58,23.48
900.0,E0_3300m,26.6,23.56
900.0,E0_3400m,26.68,23.65
900.0,E0_3500m,26.72,23.72
900.0,E0_3600m,26.85,23.82
900.0,E0_3700m,26.86,23.98
900.0,E0_3800m,26.86,24.09
900.0,E0_3900m,26.54,24.17
900.0,E0_4000m,23.87,24.21
900.0,E0_400m,21.71,21.74
900.0,E0_4100m,22.91,24.29
900.0,E0_4200m,22.86,24.35
900.0,E0_4300m,22.96,24.39
900.0,E0_4400m,23.02,24.38
900.0,E0_4500m,23.08,24.36
900.0,E0_4600m,23.16,24.28
900.0,E0_4700m,23.15,24.24
900.0,E0_4800m,23.22,24.18
900.0,E0_4900m,23.19,24.07
900.0,E0_500m,21.86,21.87
900.0,E0_600m,21.96,21.98
900.0,E0_700m,22.08,22.09
900.0,E0_800m,22.22,22.22
900.0,E0_900m,22.32,22.36
1200.0,E0_0m,21.75,21.5
1200.0,E0_1000m,22.68,22.61
1200.0,E0_100m,22.05,21.9
1200.0,E0_1100m,22.82,22.8
1200.0,E0_1200m,22.86,22.85
1200.0,E0_1300m,22.92,22.93
1200.0,E0_1400m,22.97,22.93
1200.0,E0_1500m,23.03,22.98
1200.0,E0_1600m,23.07,23.04
1200.0,E0_1700m,23.17,23.1
1200.0,E0_1800m,23.26,23.22
1200.0,E0_1900m,23.3,23.25
1200.0,E0_2000m,23.31,23.28
1200.0,E0_200m,22.0,21.89
1200.0,E0_2100m,23.36,23.29
1200.0,E0_2200m,23.4,23.39
1200.0,E0_2300m,23.53,23.5
1200.0,E0_2400m,23.73,23.62
1200.0,E0_2500m,23.87,23.71
1200.0,E0_2600m,24.04,23.73
1200.0,E0_2700m,24.32,23.71
1200.0,E0_2800m,24.77,23.68
1200.0,E0_2900m,25.65,23.67
1200.0,E0_3000m,26.49,23.66
1200.0,E0_300m,22.09,22.02
1200.0,E0_3100m,26.39,23.64
1200.0,E0_3200m,26.26,23.62
1200.0,E0_3300m,26.2,23.57
1200.0,E0_3400m,26.16,23.54
1200.0,E0_3500m,26.16,23.53
1200.0,E0_3600m,26.1,23.48
1200.0,E0_3700m,26.13,23.42
1200.0,E0_3800m,26.12,23.45
1200.0,E0_3900m,25.81,23.46
1200.0,E0_4000m,23.28,23.43
1200.0,E0_400m,22.21,22.15
1200.0,E0_4100m,22.4,23.4
1200.0,E0_4200m,22.28,23.33
1200.0,E0_4300m,22.35,23.24
1200.0,E0_4400m,22.46,23.2
1200.0,E0_4500m,22.54,23.2
1200.0,E0_4600m,22.61,23.27
1200.0,E0_4700m,22.64,23.24
1200.0,E0_4800m,22.68,23.26
1200.0,E0_4900m,22.69,23.23
1200.0,E0_500m,22.26,22.18
1200.0,E0_600m,22.32,22.26
1200.0,E0_700m,22.4,22.35
1200.0,E0_800m,22.47,22.43
1200.0,E0_900m,22.6,22.54
1500.0,E0_0m,21.52,21.27
1500.0,E0_1000m,22.38,22.42
1500.0,E0_100m,21.6,21.47
1500.0,E0_1100m,22.49,22.49
1500.0,E0_1200m,22.64,22.6
1500.0,E0_1300m,22.72,22.68
1500.0,E0_1400m,22.84,22.78
1500.0,E0_1500m,22.96,22.86
1500.0,E0_1600m,23.01,22.93
1500.0,E0_1700m,23.1,22.98
1500.0,E0_1800m,23.14,23.05
1500.0,E0_1900m,23.27,23.15
1500.0,E0_2000m,23.34,23.23
1500.0,E0_200m,21.57,21.5
1500.0,E0_2100m,23.41,23.32
1500.0,E0_2200m,23.44,23.36
1500.0,E0_2300m,23.48,23.31
1500.0,E0_2400m,23.45,23.24
1500.0,E0_2500m,23.52,23.23
1500.0,E0_2600m,23.71,23.25
1500.0,E0_2700m,24.08,23.32
1500.0,E0_2800m,24.65,23.39
1500.0,E0_2900m,25.64,23.45
1500.0,E0_3000m,26.65,23.47
1500.0,E0_300m,21.64,21.62
1500.0,E0_3100m,26.55,23.5
1500.0,E0_3200m,26.53,23.56
1500.0,E0_3300m,26.56,23.58
1500.0,E0_3400m,26.63,23.67
1500.0,E0_3500m,26.67,23.8
1500.0,E0_3600m,26.68,23.93
1500.0,E0_3700m,26.64,23.95
1500.0,E0_3800m,26.58,23.95
1500.0,E0_3900m,26.26,23.94
1500.0,E0_4000m,23.62,23.95
1500.0,E0_400m,21.74,21.7
1500.0,E0_4100m,22.72,24.01
1500.0,E0_4200m,22.76,24.08
1500.0,E0_4300m,22.9,24.17
1500.0,E0_4400m,23.04,24.17
1500.0,E0_4500m,23.1,24.19
1500.0,E0_4600m,23.19,24.18
1500.0,E0_4700m,23.3,24.16
1500.0,E0_4800m,23.34,24.11
1500.0,E0_4900m,23.41,24.1
1500.0,E0_500m,21.84,21.81
1500.0,E0_600m,21.95,21.95
1500.0,E0_700m,22.05,22.02
1500.0,E0_800m,22.2,22.18
1500.0,E0_900m,22.3,22.31
1800.0,E0_0m,21.6,21.34
1800.0,E0_1000m,22.63,22.51
1800.0,E0_100m,21.82,21.67
1800.0,E0_1100m,22.72,22.58
1800.0,E0_1200m,22.79,22.66
1800.0,E0_1300m,22.86,22.73
1800.0,E0_1400m,22.91,22.81
1800.0,E0_1500m,22.97,22.83
1800.0,E0_1600m,22.97,22.82
1800.0,E0_1700m,22.99,22.86
1800.0,E0_1800m,22.99,22.9
1800.0,E0_1900m,23.0,22.9
1800.0,E0_2000m,23.03,22.92
1800.0,E0_200m,21.87,21.73
1800.0,E0_2100m,23.05,22.88
1800.0,E0_2200m,23.08,22.91
1800.0,E0_2300m,23.16,22.97
1800.0,E0_2400m,23.25,23.01
1800.0,E0_2500m,23.34,23.04
1800.0,E0_2600m,23.53,23.04
1800.0,E0_2700m,23.82,23.08
1800.0,E0_2800m,24.31,23.13
1800.0,E0_2900m,25.26,23.2
1800.0,E0_3000m,26.22,23.29
1800.0,E0_300m,21.96,21.87
1800.0,E0_3100m,26.06,23.32
1800.0,E0_3200m,26.04,23.32
1800.0,E0_3300m,25.98,23.4
1800.0,E0_3400m,26.04,23.46
1800.0,E0_3500m,25.99,23.45
1800.0,E0_3600m,26.09,23.47
1800.0,E0_3700m,26.12,23.59
1800.0,E0_3800m,26.16,23.64
1800.0,E0_3900m,25.86,23.72
1800.0,E0_4000m,23.41,23.75
1800.0,E0_400m,22.02,21.91
1800.0,E0_4100m,22.48,23.75
1800.0,E0_4200m,22.42,23.73
1800.0,E0_4300m,22.48,23.7
1800.0,E0_4400m,22.58,23.65
1800.0,E0_4500m,22.64,23.65
1800.0,E0_4600m,22.7,23.65
1800.0,E0_4700m,22.72,23.61
1800.0,E0_4800m,22.77,23.62
1800.0,E0_4900m,22.8,23.61
1800.0,E0_500m,22.15,22.04
1800.0,E0_600m,22.26,22.17
1800.0,E0_700m,22.36,22.26
1800.0,E0_800m,22.38,22.29
1800.0,E0_900m,22.5,22.39
2100.0,E0_0m,21.92,21.72
2100.0,E0_1000m,22.5,22.63
2100.0,E0_100m,22.12,22.06
2100.0,E0_1100m,22.56,22.67
2100.0,E0_1200m,22.62,22.76
2100.0,E0_1300m,22.72,22.84
2100.0,E0_1400m,22.78,22.91
2100.0,E0_1500m,22.91,23.02
2100.0,E0_1600m,23.04,23.07
2100.0,E0_1700m,23.08,23.15
2100.0,E0_1800m,23.14,23.19
2100.0,E0_1900m,23.23,23.3
2100.0,E0_2000m,23.32,23.41
2100.0,E0_200m,22.1,22.06
2100.0,E0_2100m,23.41,23.49
2100.0,E0_2200m,23.5,23.55
2100.0,E0_2300m,23.67,23.6
2100.0,E0_2400m,23.76,23.67
2100.0,E0_2500m,23.98,23.75
2100.0,E0_2600m,24.28,23.78
2100.0,E0_2700m,24.61,23.82
2100.0,E0_2800m,25.15,23.83
2100.0,E0_2900m,26.05,23.82
2100.0,E0_3000m,26.95,23.84
2100.0,E0_300m,22.1,22.11
2100.0,E0_3100m,26.84,23.9
2100.0,E0_3200m,26.8,23.92
2100.0,E0_3300m,26.77,23.94
2100.0,E0_3400m,26.78,23.96
2100.0,E0_3500m,26.69,23.93
2100.0,E0_3600m,26.65,23.89
2100.0,E0_3700m,26.62,23.81
2100.0,E0_3800m,26.54,23.69
2100.0,E0_3900m,26.23,23.72
2100.0,E0_4000m,23.57,23.69
2100.0,E0_400m,22.21,22.26
2100.0,E0_4100m,22.68,23.63
2100.0,E0_4200m,22.68,23.63
2100.0,E0_4300m,22.72,23.63
2100.0,E0_4400m,22.73,23.6
2100.0,E0_4500m,22.81,23.59
2100.0,E0_4600m,22.88,23.57
2100.0,E0_4700m,22.94,23.51
2100.0,E0_4800m,23.01,23.43
2100.0,E0_4900m,23.0,23.35
2100.0,E0_500m,22.25,22.29
2100.0,E0_600m,22.31,22.37
2100.0,E0_700m,22.39,22.46
2100.0,E0_800m,22.44,22.51
2100.0,E0_900m,22.44,22.55
2400.0,E0_0m,22.28,21.21
2400.0,E0_1000m,22.73,22.74
2400.0,E0_100m,21.95,21.54
2400.0,E0_1100m,22.82,22.81
2400.0,E0_1200m,22.87,22.89
2400.0,E0_1300m,22.85,22.95
2400.0,E0_1400m,22.9,23.0
2400.0,E0_1500m,22.93,23.02
2400.0,E0_1600m,23.0,23.07
2400.0,E0_1700m,23.03,23.1
2400.0,E0_1800m,23.07,23.1
2400.0,E0_1900m,23.12,23.1
2400.0,E0_2000m,23.16,23.11
2400.0,E0_200m,21.83,21.57
2400.0,E0_2100m,23.23,23.08
2400.0,E0_2200m,23.4,23.12
2400.0,E0_2300m,23.68,23.19
2400.0,E0_2400m,24.07,23.18
2400.0,E0_2500m,24.65,23.22
2400.0,E0_2600m,25.58,23.28
2400.0,E0_2700m,26.85,23.41
2400.0,E0_2800m,28.49,23.41
2400.0,E0_2900m,30.74,23.48
2400.0,E0_3000m,32.46,23.58
2400.0,E0_300m,21.81,21.69
2400.0,E0_3100m,32.28,23.59
2400.0,E0_3200m,32.08,23.56
2400.0,E0_3300m,31.98,23.58
2400.0,E0_3400m,31.9,23.64
2400.0,E0_3500m,31.79,23.6
2400.0,E0_3600m,31.68,23.66
2400.0,E0_3700m,31.55,23.71
2400.0,E0_3800m,31.47,23.74
2400.0,E0_3900m,30.83,23.76
2400.0,E0_4000m,23.77,23.79
2400.0,E0_400m,21.91,21.85
2400.0,E0_4100m,20.57,23.87
2400.0,E0_4200m,20.46,23.98
2400.0,E0_4300m,20.6,24.04
2400.0,E0_4400m,20.82,24.11
2400.0,E0_4500m,20.94,24.16
2400.0,E0_4600m,21.05,24.16
2400.0,E0_4700m,21.24,24.18
2400.0,E0_4800m,21.32,24.16
2400.0,E0_4900m,21.46,24.13
2400.0,E0_500m,22.06,22.05
2400.0,E0_600m,22.21,22.18
2400.0,E0_700m,22.31,22.31
2400.0,E0_800m,22.44,22.42
2400.0,E0_900m,22.6,22.58
2700.0,E0_0m,22.01,21.04
2700.0,E0_1000m,22.18,22.25
2700.0,E0_100m,21.71,21.35
2700.0,E0_1100m,22.26,22.31
2700.0,E0_1200m,22.29,22.35
2700.0,E0_1300m,22.39,22.41
2700.0,E0_1400m,22.44,22.5
2700.0,E0_1500m,22.52,22.59
2700.0,E0_1600m,22.64,22.66
2700.0,E0_1700m,22.69,22.75
2700.0,E0_1800m,22.78,22.82
2700.0,E0_1900m,22.82,22.84
2700.0,E0_2000m,22.94,22.84
2700.0,E0_200m,21.59,21.39
2700.0,E0_2100m,23.06,22.88
2700.0,E0_2200m,23.33,22.94
2700.0,E0_2300m,23.71,22.92
2700.0,E0_2400m,24.15,22.95
2700.0,E0_2500m,24.79,22.99
2700.0,E0_2600m,25.73,23.01
2700.0,E0_2700m,26.95,23.07
2700.0,E0_2800m,28.66,23.11
2700.0,E0_2900m,30.88,23.22
2700.0,E0_3000m,32.61,23.16
2700.0,E0_300m,21.67,21.54
2700.0,E0_3100m,32.57,23.23
2700.0,E0_3200m,32.55,23.34
2700.0,E0_3300m,32.63,23.41
2700.0,E0_3400m,32.71,23.48
2700.0,E0_3500m,32.79,23.58
2700.0,E0_3600m,32.83,23.62
2700.0,E0_3700m,32.83,23.71
2700.0,E0_3800m,32.85,23.75
2700.0,E0_3900m,32.24,23.76
2700.0,E0_4000m,25.03,23.83
2700.0,E0_400m,21.73,21.63
2700.0,E0_4100m,21.82,23.89
2700.0,E0_4200m,21.66,23.85
2700.0,E0_4300m,21.76,23.81
2700.0,E0_4400m,21.9,23.78
2700.0,E0_4500m,21.96,23.75
2700.0,E0_4600m,22.05,23.7
2700.0,E0_4700m,22.12,23.7
2700.0,E0_4800m,22.18,23.68
2700.0,E0_4900m,22.29,23.64
2700.0,E0_500m,21.74,21.72
2700.0,E0_600m,21.85,21.83
2700.0,E0_700m,21.95,21.97
2700.0,E0_800m,22.04,22.07
2700.0,E0_900m,22.11,22.19
3000.0,E0_0m,22.72,21.74
3000.0,E0_1000m,22.8,22.85
3000.0,E0_100m,22.44,22.04
3000.0,E0_1100m,22.91,22.93
3000.0,E0_1200m,23.02,23.02
3000.0,E0_1300m,23.05,23.06
3000.0,E0_1400m,23.06,23.07
3000.0,E0_1500m,23.09,23.09
3000.0,E0_1600m,23.08,23.12
3000.0,E0_1700m,23.11,23.16
3000.0,E0_1800m,23.19,23.18
3000.0,E0_1900m,23.31,23.27
3000.0,E0_2000m,23.45,23.32
3000.0,E0_200m,22.27,22.08
3000.0,E0_2100m,23.64,23.4
3000.0,E0_2200m,23.78,23.32
3000.0,E0_2300m,24.1,23.39
3000.0,E0_2400m,24.53,23.49
3000.0,E0_2500m,25.14,23.47
3000.0,E0_2600m,26.03,23.45
3000.0,E0_2700m,27.23,23.5
3000.0,E0_2800m,28.89,23.44
3000.0,E0_2900m,31.01,23.4
3000.0,E0_3000m,32.58,23.38
3000.0,E0_300m,22.28,22.18
3000.0,E0_3100m,32.53,23.34
3000.0,E0_3200m,32.44,23.3
3000.0,E0_3300m,32.42,23.28
3000.0,E0_3400m,32.44,23.33
3000.0,E0_3500m,32.4,23.32
3000.0,E0_3600m,32.33,23.31
3000.0,E0_3700m,32.26,23.27
3000.0,E0_3800m,32.26,23.24
3000.0,E0_3900m,31.7,23.19
3000.0,E0_4000m,24.49,23.18
3000.0,E0_400m,22.32,22.29
3000.0,E0_4100m,21.21,23.14
3000.0,E0_4200m,20.99,23.17
3000.0,E0_4300m,21.12,23.18
3000.0,E0_4400m,21.22,23.22
3000.0,E0_4500m,21.43,23.26
3000.0,E0_4600m,21.52,23.25
3000.0,E0_4700m,21.66,23.26
3000.0,E0_4800m,21.81,23.23
3000.0,E0_4900m,21.94,23.26
3000.0,E0_500m,22.4,22.41
3000.0,E0_600m,22.48,22.51
3000.0,E0_700m,22.55,22.61
3000.0,E0_800m,22.64,22.66
3000.0,E0_900m,22.68,22.69
3300.0,E0_0m,22.36,21.39
3300.0,E0_1000m,22.37,22.41
3300.0,E0_100m,21.97,21.62
3300.0,E0_1100m,22.37,22.52
3300.0,E0_1200m,22.47,22.61
3300.0,E0_1300m,22.51,22.68
3300.0,E0_1400m,22.66,22.79
3300.0,E0_1500m,22.77,22.98
3300.0,E0_1600m,22.95,23.09
3300.0,E0_1700m,23.1,23.13
3300.0,E0_1800m,23.24,23.22
3300.0,E0_1900m,23.41,23.35
3300.0,E0_2000m,23.62,23.45
3300.0,E0_200m,21.81,21.58
3300.0,E0_2100m,23.9,23.58
3300.0,E0_2200m,24.2,23.61
3300.0,E0_2300m,24.59,23.69
3300.0,E0_2400m,25.09,23.77
3300.0,E0_2500m,25.73,23.81
3300.0,E0_2600m,26.63,23.86
3300.0,E0_2700m,27.84,23.92
3300.0,E0_2800m,29.47,23.97
3300.0,E0_2900m,31.55,24.06
3300.0,E0_3000m,33.1,24.14
3300.0,E0_300m,21.83,21.65
3300.0,E0_3100m,33.15,24.22
3300.0,E0_3200m,33.17,24.28
3300.0,E0_3300m,33.2,24.3
3300.0,E0_3400m,33.23,24.29
3300.0,E0_3500m,33.29,24.3
3300.0,E0_3600m,33.35,24.32
3300.0,E0_3700m,33.43,24.4
3300.0,E0_3800m,33.44,24.47
3300.0,E0_3900m,32.79,24.52
3300.0,E0_4000m,25.41,24.53
3300.0,E0_400m,21.89,21.78
3300.0,E0_4100m,22.17,24.52
3300.0,E0_4200m,22.0,24.49
3300.0,E0_4300m,22.13,24.44
3300.0,E0_4400m,22.19,24.36
3300.0,E0_4500m,22.35,24.31
3300.0,E0_4600m,22.48,24.24
3300.0,E0_4700m,22.6,24.16
3300.0,E0_4800m,22.64,24.13
3300.0,E0_4900m,22.73,24.07
3300.0,E0_500m,21.98,21.91
3300.0,E0_600m,22.06,22.06
3300.0,E0_700m,22.11,22.18
3300.0,E0_800m,22.18,22.26
3300.0,E0_900m,22.25,22.35
3600.0,E0_0m,22.47,21.51
3600.0,E0_1000m,22.77,22.74
3600.0,E0_100m,22.2,21.87
3600.0,E0_1100m,22.83,22.82
3600.0,E0_1200m,22.84,22.89
3600.0,E0_1300m,22.96,22.99
3600.0,E0_1400m,23.09,23.12
3600.0,E0_1500m,23.16,23.18
3600.0,E0_1600m,23.22,23.22
3600.0,E0_1700m,23.3,23.28
3600.0,E0_1800m,23.29,23.3
3600.0,E0_1900m,23.34,23.31
3600.0,E0_2000m,23.37,23.36
3600.0,E0_200m,22.02,21.85
3600.0,E0_2100m,23.45,23.38
3600.0,E0_2200m,23.7,23.43
3600.0,E0_2300m,23.95,23.48
3600.0,E0_2400m,24.39,23.52
3600.0,E0_2500m,25.12,23.55
3600.0,E0_2600m,26.15,23.64
3600.0,E0_2700m,27.55,23.71
3600.0,E0_2800m,29.31,23.75
3600.0,E0_2900m,31.57,23.76
3600.0,E0_3000m,33.14,23.77
3600.0,E0_300m,22.05,22.0
3600.0,E0_3100m,33.09,23.79
3600.0,E0_3200m,33.01,23.76
3600.0,E0_3300m,32.98,23.75
3600.0,E0_3400m,32.95,23.74
3600.0,E0_3500m,32.88,23.78
3600.0,E0_3600m,32.85,23.8
3600.0,E0_3700m,32.8,23.78
3600.0,E0_3800m,32.76,23.73
3600.0,E0_3900m,32.1,23.74
3600.0,E0_4000m,24.88,23.72
3600.0,E0_400m,22.14,22.07
3600.0,E0_4100m,21.63,23.76
3600.0,E0_4200m,21.44,23.72
3600.0,E0_4300m,21.53,23.74
3600.0,E0_4400m,21.64,23.8
3600.0,E0_4500m,21.76,23.78
3600.0,E0_4600m,21.82,23.81
3600.0,E0_4700m,21.98,23.78
3600.0,E0_4800m,22.13,23.79
3600.0,E0_4900m,22.27,23.76
3600.0,E0_500m,22.2,22.19
3600.0,E0_600m,22.3,22.29
3600.0,E0_700m,22.42,22.41
3600.0,E0_800m,22.52,22.53
3600.0,E0_900m,22.65,22.67
3900.0,E0_0m,22.25,21.3
3900.0,E0_1000m,22.57,22.63
3900.0,E0_100m,21.99,21.68
3900.0,E0_1100m,22.63,22.7
3900.0,E0_1200m,22.77,22.82
3900.0,E0_1300m,22.88,22.9
3900.0,E0_1400m,22.92,22.96
3900.0,E0_1500m,22.93,22.95
3900.0,E0_1600m,22.95,22.98
3900.0,E0_1700m,23.01,23.0
3900.0,E0_1800m,23.05,22.98
3900.0,E0_1900m,23.12,22.99
3900.0,E0_2000m,23.17,23.04
3900.0,E0_200m,21.84,21.72
3900.0,E0_2100m,23.31,23.1
3900.0,E0_2200m,23.45,23.16
3900.0,E0_2300m,23.73,23.14
3900.0,E0_2400m,24.16,23.12
3900.0,E0_2500m,24.76,23.1
3900.0,E0_2600m,25.68,23.08
3900.0,E0_2700m,26.97,23.1
3900.0,E0_2800m,28.62,23.09
3900.0,E0_2900m,30.85,23.14
3900.0,E0_3000m,32.48,23.19
3900.0,E0_300m,21.95,21.85
3900.0,E0_3100m,32.5,23.26
3900.0,E0_3200m,32.5,23.3
3900.0,E0_3300m,32.5,23.34
3900.0,E0_3400m,32.6,23.32
3900.0,E0_3500m,32.64,23.29
3900.0,E0_3600m,32.7,23.29
3900.0,E0_3700m,32.77,23.35
3900.0,E0_3800m,32.85,23.35
3900.0,E0_3900m,32.29,23.39
3900.0,E0_4000m,25.02,23.44
3900.0,E0_400m,22.08,22.04
3900.0,E0_4100m,21.86,23.5
3900.0,E0_4200m,21.72,23.54
3900.0,E0_4300m,21.76,23.62
3900.0,E0_4400m,21.9,23.66
3900.0,E0_4500m,21.98,23.72
3900.0,E0_4600m,22.1,23.73
3900.0,E0_4700m,22.19,23.76
3900.0,E0_4800m,22.27,23.75
3900.0,E0_4900m,22.33,23.74
3900.0,E0_500m,22.14,22.11
3900.0,E0_600m,22.26,22.28
3900.0,E0_700m,22.38,22.37
3900.0,E0_800m,22.45,22.43
3900.0,E0_900m,22.5,22.51
4200.0,E0_0m,23.84,21.57
4200.0,E0_1000m,22.38,22.55
4200.0,E0_100m,22.51,21.86
4200.0,E0_1100m,22.5,22.62
4200.0,E0_1200m,22.54,22.68
4200.0,E0_1300m,22.57,22.72
4200.0,E0_1400m,22.65,22.76
4200.0,E0_1500m,22.71,22.82
4200.0,E0_1600m,22.77,22.92
4200.0,E0_1700m,22.91,22.96
4200.0,E0_1800m,23.14,23.03
4200.0,E0_1900m,23.47,23.12
4200.0,E0_2000m,23.91,23.23
4200.0,E0_200m,22.06,21.85
4200.0,E0_2100m,24.53,23.28
